"typeID","typeName","categoryID","categoryName","groupID","groupName","primaryIndex","subIndex"
2750,"X-Large Ship Maintenance Array Blueprint",9,"Blueprint",1048,"Starbase Blueprint","Secondary Producer Price Index","Blueprints"
2741,"Stasis Webification Battery Blueprint",9,"Blueprint",858,"Starbase - Stasis Webification Battery Blueprints","Secondary Producer Price Index","Blueprints"
2740,"Warp Scrambling Battery Blueprint",9,"Blueprint",857,"Starbase - Warp Scrambling Battery Blueprints","Secondary Producer Price Index","Blueprints"
2739,"Nanite Repair Paste Blueprint",9,"Blueprint",912,"Script Blueprint","Secondary Producer Price Index","Blueprints"
2737,"Territorial Claim Unit Blueprint",9,"Blueprint",1045,"Sovereignty Structure Blueprint","Secondary Producer Price Index","Blueprints"
2736,"Warp Disruption Battery Blueprint",9,"Blueprint",857,"Starbase - Warp Scrambling Battery Blueprints","Secondary Producer Price Index","Blueprints"
2735,"Infrastructure Hub Blueprint",9,"Blueprint",1045,"Sovereignty Structure Blueprint","Secondary Producer Price Index","Blueprints"
2604,"Nanofiber Internal Structure I Blueprint",9,"Blueprint",158,"Hull Mods Blueprint","Secondary Producer Price Index","Blueprints"
3243,"Warp Disruptor I Blueprint",9,"Blueprint",132,"Warp Scrambler Blueprint","Secondary Producer Price Index","Blueprints"
3664,"Large Hull Repairer I Blueprint",9,"Blueprint",143,"Hull Repair Unit Blueprint","Secondary Producer Price Index","Blueprints"
3654,"Medium Hull Repairer I Blueprint",9,"Blueprint",143,"Hull Repair Unit Blueprint","Secondary Producer Price Index","Blueprints"
3617,"Capital Remote Shield Booster I Blueprint",9,"Blueprint",121,"Remote Shield Booster Blueprint","Secondary Producer Price Index","Blueprints"
3607,"Large Remote Shield Booster I Blueprint",9,"Blueprint",121,"Remote Shield Booster Blueprint","Secondary Producer Price Index","Blueprints"
3597,"Medium Remote Shield Booster I Blueprint",9,"Blueprint",121,"Remote Shield Booster Blueprint","Secondary Producer Price Index","Blueprints"
3587,"Small Remote Shield Booster I Blueprint",9,"Blueprint",121,"Remote Shield Booster Blueprint","Secondary Producer Price Index","Blueprints"
3577,"Heavy Capacitor Booster I Blueprint",9,"Blueprint",156,"Capacitor Booster Blueprint","Secondary Producer Price Index","Blueprints"
3567,"Small Capacitor Booster I Blueprint",9,"Blueprint",156,"Capacitor Booster Blueprint","Secondary Producer Price Index","Blueprints"
3555,"Cap Booster 100 Blueprint",9,"Blueprint",169,"Capacitor Booster Charge Blueprint","Secondary Producer Price Index","Blueprints"
3553,"Cap Booster 75 Blueprint",9,"Blueprint",169,"Capacitor Booster Charge Blueprint","Secondary Producer Price Index","Blueprints"
3539,"Large Armor Repairer I Blueprint",9,"Blueprint",142,"Armor Repair Unit Blueprint","Secondary Producer Price Index","Blueprints"
3529,"Medium Armor Repairer I Blueprint",9,"Blueprint",142,"Armor Repair Unit Blueprint","Secondary Producer Price Index","Blueprints"
3840,"Large Shield Extender I Blueprint",9,"Blueprint",118,"Shield Extender Blueprint","Secondary Producer Price Index","Blueprints"
3830,"Medium Shield Extender I Blueprint",9,"Blueprint",118,"Shield Extender Blueprint","Secondary Producer Price Index","Blueprints"
3767,"Vigil Blueprint",9,"Blueprint",105,"Frigate Blueprint","Secondary Producer Price Index","Blueprints"
3765,"Leviathan Blueprint",9,"Blueprint",110,"Titan Blueprint","Secondary Producer Price Index","Blueprints"
4398,"Large Processor Overclocking Unit I Blueprint",9,"Blueprint",787,"Rig Blueprint","Secondary Producer Price Index","Blueprints"
4396,"Medium Processor Overclocking Unit I Blueprint",9,"Blueprint",787,"Rig Blueprint","Secondary Producer Price Index","Blueprints"
4394,"Drone Damage Amplifier I Blueprint",9,"Blueprint",1152,"Drone Damage Module Blueprint","Secondary Producer Price Index","Blueprints"
4316,"Hydrogen Fuel Block Blueprint",9,"Blueprint",1137,"Fuel Block Blueprint","Secondary Producer Price Index","Blueprints"
4315,"Helium Fuel Block Blueprint",9,"Blueprint",1137,"Fuel Block Blueprint","Secondary Producer Price Index","Blueprints"
4314,"Nitrogen Fuel Block Blueprint",9,"Blueprint",1137,"Fuel Block Blueprint","Secondary Producer Price Index","Blueprints"
4313,"Oxygen Fuel Block Blueprint",9,"Blueprint",1137,"Fuel Block Blueprint","Secondary Producer Price Index","Blueprints"
4311,"Tornado Blueprint",9,"Blueprint",489,"Battlecruiser Blueprint","Secondary Producer Price Index","Blueprints"
4309,"Talos Blueprint",9,"Blueprint",489,"Battlecruiser Blueprint","Secondary Producer Price Index","Blueprints"
4307,"Naga Blueprint",9,"Blueprint",489,"Battlecruiser Blueprint","Secondary Producer Price Index","Blueprints"
4305,"Oracle Blueprint",9,"Blueprint",489,"Battlecruiser Blueprint","Secondary Producer Price Index","Blueprints"
10841,"X-Large Shield Booster I Blueprint",9,"Blueprint",120,"Shield Booster Blueprint","Secondary Producer Price Index","Blueprints"
10839,"Large Shield Booster I Blueprint",9,"Blueprint",120,"Shield Booster Blueprint","Secondary Producer Price Index","Blueprints"
10837,"Medium Shield Booster I Blueprint",9,"Blueprint",120,"Shield Booster Blueprint","Secondary Producer Price Index","Blueprints"
10679,"125mm Railgun I Blueprint",9,"Blueprint",154,"Hybrid Weapon Blueprint","Secondary Producer Price Index","Blueprints"
10630,"Rocket Launcher I Blueprint",9,"Blueprint",136,"Missile Launcher Blueprint","Secondary Producer Price Index","Blueprints"
10247,"Mining Drone I Blueprint",9,"Blueprint",177,"Mining Drone Blueprint","Secondary Producer Price Index","Blueprints"
10040,"Civilian Shield Booster Blueprint",9,"Blueprint",120,"Shield Booster Blueprint","Secondary Producer Price Index","Blueprints"
9945,"Magnetic Field Stabilizer I Blueprint",9,"Blueprint",139,"Gunnery Upgrade Blueprint","Secondary Producer Price Index","Blueprints"
11401,"Jaguar Blueprint",9,"Blueprint",105,"Frigate Blueprint","Secondary Producer Price Index","Blueprints"
17347,"Electrolytic Capacitor Unit Blueprint",9,"Blueprint",447,"Construction Component Blueprints","Secondary Producer Price Index","Blueprints"
17346,"Deflection Shield Emitter Blueprint",9,"Blueprint",447,"Construction Component Blueprints","Secondary Producer Price Index","Blueprints"
17345,"Magnetometric Sensor Cluster Blueprint",9,"Blueprint",447,"Construction Component Blueprints","Secondary Producer Price Index","Blueprints"
17344,"Particle Accelerator Unit Blueprint",9,"Blueprint",447,"Construction Component Blueprints","Secondary Producer Price Index","Blueprints"
17342,"Nuclear Reactor Unit Blueprint",9,"Blueprint",447,"Construction Component Blueprints","Secondary Producer Price Index","Blueprints"
17341,"Pulse Shield Emitter Blueprint",9,"Blueprint",447,"Construction Component Blueprints","Secondary Producer Price Index","Blueprints"
17340,"Gravimetric Sensor Cluster Blueprint",9,"Blueprint",447,"Construction Component Blueprints","Secondary Producer Price Index","Blueprints"
17339,"Plasma Pulse Generator Blueprint",9,"Blueprint",447,"Construction Component Blueprints","Secondary Producer Price Index","Blueprints"
17338,"Antimatter Reactor Unit Blueprint",9,"Blueprint",447,"Construction Component Blueprints","Secondary Producer Price Index","Blueprints"
17337,"Oscillator Capacitor Unit Blueprint",9,"Blueprint",447,"Construction Component Blueprints","Secondary Producer Price Index","Blueprints"
17336,"Radar Sensor Cluster Blueprint",9,"Blueprint",447,"Construction Component Blueprints","Secondary Producer Price Index","Blueprints"
17335,"EM Pulse Generator Blueprint",9,"Blueprint",447,"Construction Component Blueprints","Secondary Producer Price Index","Blueprints"
17334,"Tesseract Capacitor Unit Blueprint",9,"Blueprint",447,"Construction Component Blueprints","Secondary Producer Price Index","Blueprints"
17333,"Ladar Sensor Cluster Blueprint",9,"Blueprint",447,"Construction Component Blueprints","Secondary Producer Price Index","Blueprints"
17332,"Graviton Pulse Generator Blueprint",9,"Blueprint",447,"Construction Component Blueprints","Secondary Producer Price Index","Blueprints"
17331,"Fusion Reactor Unit Blueprint",9,"Blueprint",447,"Construction Component Blueprints","Secondary Producer Price Index","Blueprints"
17330,"Nanoelectrical Microprocessor Blueprint",9,"Blueprint",447,"Construction Component Blueprints","Secondary Producer Price Index","Blueprints"
17329,"Ion Thruster Blueprint",9,"Blueprint",447,"Construction Component Blueprints","Secondary Producer Price Index","Blueprints"
17328,"Titanium Diborite Armor Plate Blueprint",9,"Blueprint",447,"Construction Component Blueprints","Secondary Producer Price Index","Blueprints"
17327,"Scalar Capacitor Unit Blueprint",9,"Blueprint",447,"Construction Component Blueprints","Secondary Producer Price Index","Blueprints"
17326,"Nuclear Pulse Generator Blueprint",9,"Blueprint",447,"Construction Component Blueprints","Secondary Producer Price Index","Blueprints"
17325,"Nanomechanical Microprocessor Blueprint",9,"Blueprint",447,"Construction Component Blueprints","Secondary Producer Price Index","Blueprints"
17324,"Plasma Thruster Blueprint",9,"Blueprint",447,"Construction Component Blueprints","Secondary Producer Price Index","Blueprints"
17323,"Crystalline Carbonide Armor Plate Blueprint",9,"Blueprint",447,"Construction Component Blueprints","Secondary Producer Price Index","Blueprints"
17322,"Thermonuclear Trigger Unit Blueprint",9,"Blueprint",447,"Construction Component Blueprints","Secondary Producer Price Index","Blueprints"
17695,"Xray XL Blueprint",9,"Blueprint",168,"Frequency Crystal Blueprint","Secondary Producer Price Index","Blueprints"
17693,"Ultraviolet XL Blueprint",9,"Blueprint",168,"Frequency Crystal Blueprint","Secondary Producer Price Index","Blueprints"
17691,"Standard XL Blueprint",9,"Blueprint",168,"Frequency Crystal Blueprint","Secondary Producer Price Index","Blueprints"
17689,"Radio XL Blueprint",9,"Blueprint",168,"Frequency Crystal Blueprint","Secondary Producer Price Index","Blueprints"
17687,"Multifrequency XL Blueprint",9,"Blueprint",168,"Frequency Crystal Blueprint","Secondary Producer Price Index","Blueprints"
17685,"Microwave XL Blueprint",9,"Blueprint",168,"Frequency Crystal Blueprint","Secondary Producer Price Index","Blueprints"
17683,"Infrared XL Blueprint",9,"Blueprint",168,"Frequency Crystal Blueprint","Secondary Producer Price Index","Blueprints"
17681,"Gamma XL Blueprint",9,"Blueprint",168,"Frequency Crystal Blueprint","Secondary Producer Price Index","Blueprints"
17679,"Titanium Sabot XL Blueprint",9,"Blueprint",165,"Projectile Ammo Blueprint","Secondary Producer Price Index","Blueprints"
17677,"Proton XL Blueprint",9,"Blueprint",165,"Projectile Ammo Blueprint","Secondary Producer Price Index","Blueprints"
17675,"Phased Plasma XL Blueprint",9,"Blueprint",165,"Projectile Ammo Blueprint","Secondary Producer Price Index","Blueprints"
17673,"Nuclear XL Blueprint",9,"Blueprint",165,"Projectile Ammo Blueprint","Secondary Producer Price Index","Blueprints"
17671,"Fusion XL Blueprint",9,"Blueprint",165,"Projectile Ammo Blueprint","Secondary Producer Price Index","Blueprints"
17669,"EMP XL Blueprint",9,"Blueprint",165,"Projectile Ammo Blueprint","Secondary Producer Price Index","Blueprints"
17667,"Depleted Uranium XL Blueprint",9,"Blueprint",165,"Projectile Ammo Blueprint","Secondary Producer Price Index","Blueprints"
17665,"Carbonized Lead XL Blueprint",9,"Blueprint",165,"Projectile Ammo Blueprint","Secondary Producer Price Index","Blueprints"
17663,"Uranium Charge XL Blueprint",9,"Blueprint",167,"Hybrid Charge Blueprint","Secondary Producer Price Index","Blueprints"
17661,"Tungsten Charge XL Blueprint",9,"Blueprint",167,"Hybrid Charge Blueprint","Secondary Producer Price Index","Blueprints"
17659,"Thorium Charge XL Blueprint",9,"Blueprint",167,"Hybrid Charge Blueprint","Secondary Producer Price Index","Blueprints"
17657,"Plutonium Charge XL Blueprint",9,"Blueprint",167,"Hybrid Charge Blueprint","Secondary Producer Price Index","Blueprints"
17655,"Lead Charge XL Blueprint",9,"Blueprint",167,"Hybrid Charge Blueprint","Secondary Producer Price Index","Blueprints"
17653,"Iron Charge XL Blueprint",9,"Blueprint",167,"Hybrid Charge Blueprint","Secondary Producer Price Index","Blueprints"
17651,"Iridium Charge XL Blueprint",9,"Blueprint",167,"Hybrid Charge Blueprint","Secondary Producer Price Index","Blueprints"
17649,"Antimatter Charge XL Blueprint",9,"Blueprint",167,"Hybrid Charge Blueprint","Secondary Producer Price Index","Blueprints"
17483,"Strip Miner I Blueprint",9,"Blueprint",490,"Strip Miner Blueprint","Secondary Producer Price Index","Blueprints"
17481,"Procurer Blueprint",9,"Blueprint",477,"Mining Barge Blueprint","Secondary Producer Price Index","Blueprints"
17479,"Retriever Blueprint",9,"Blueprint",477,"Mining Barge Blueprint","Secondary Producer Price Index","Blueprints"
17477,"Covetor Blueprint",9,"Blueprint",477,"Mining Barge Blueprint","Secondary Producer Price Index","Blueprints"
18067,"Veldspar Mining Crystal I Blueprint",9,"Blueprint",727,"Mining Crystal Blueprint","Secondary Producer Price Index","Blueprints"
18065,"Spodumain Mining Crystal I Blueprint",9,"Blueprint",727,"Mining Crystal Blueprint","Secondary Producer Price Index","Blueprints"
18063,"Scordite Mining Crystal I Blueprint",9,"Blueprint",727,"Mining Crystal Blueprint","Secondary Producer Price Index","Blueprints"
18061,"Pyroxeres Mining Crystal I Blueprint",9,"Blueprint",727,"Mining Crystal Blueprint","Secondary Producer Price Index","Blueprints"
18059,"Plagioclase Mining Crystal I Blueprint",9,"Blueprint",727,"Mining Crystal Blueprint","Secondary Producer Price Index","Blueprints"
18057,"Omber Mining Crystal I Blueprint",9,"Blueprint",727,"Mining Crystal Blueprint","Secondary Producer Price Index","Blueprints"
18055,"Mercoxit Mining Crystal I Blueprint",9,"Blueprint",727,"Mining Crystal Blueprint","Secondary Producer Price Index","Blueprints"
18053,"Kernite Mining Crystal I Blueprint",9,"Blueprint",727,"Mining Crystal Blueprint","Secondary Producer Price Index","Blueprints"
18051,"Jaspet Mining Crystal I Blueprint",9,"Blueprint",727,"Mining Crystal Blueprint","Secondary Producer Price Index","Blueprints"
18049,"Hemorphite Mining Crystal I Blueprint",9,"Blueprint",727,"Mining Crystal Blueprint","Secondary Producer Price Index","Blueprints"
18047,"Hedbergite Mining Crystal I Blueprint",9,"Blueprint",727,"Mining Crystal Blueprint","Secondary Producer Price Index","Blueprints"
18045,"Gneiss Mining Crystal I Blueprint",9,"Blueprint",727,"Mining Crystal Blueprint","Secondary Producer Price Index","Blueprints"
18043,"Dark Ochre Mining Crystal I Blueprint",9,"Blueprint",727,"Mining Crystal Blueprint","Secondary Producer Price Index","Blueprints"
18041,"Crokite Mining Crystal I Blueprint",9,"Blueprint",727,"Mining Crystal Blueprint","Secondary Producer Price Index","Blueprints"
18039,"Bistot Mining Crystal I Blueprint",9,"Blueprint",727,"Mining Crystal Blueprint","Secondary Producer Price Index","Blueprints"
18037,"Arkonor Mining Crystal I Blueprint",9,"Blueprint",727,"Mining Crystal Blueprint","Secondary Producer Price Index","Blueprints"
17939,"Core Probe Launcher I Blueprint",9,"Blueprint",918,"Scan Probe Launcher Blueprint","Secondary Producer Price Index","Blueprints"
17864,"Nova XL Torpedo Blueprint",9,"Blueprint",166,"Missile Blueprint","Secondary Producer Price Index","Blueprints"
17862,"Inferno XL Torpedo Blueprint",9,"Blueprint",166,"Missile Blueprint","Secondary Producer Price Index","Blueprints"
17860,"Scourge XL Torpedo Blueprint",9,"Blueprint",166,"Missile Blueprint","Secondary Producer Price Index","Blueprints"
17858,"Mjolnir XL Torpedo Blueprint",9,"Blueprint",166,"Missile Blueprint","Secondary Producer Price Index","Blueprints"
18640,"Expanded Probe Launcher I Blueprint",9,"Blueprint",918,"Scan Probe Launcher Blueprint","Secondary Producer Price Index","Blueprints"
20188,"Obelisk Blueprint",9,"Blueprint",525,"Freighter Blueprint","Secondary Producer Price Index","Blueprints"
20186,"Charon Blueprint",9,"Blueprint",525,"Freighter Blueprint","Secondary Producer Price Index","Blueprints"
20184,"Providence Blueprint",9,"Blueprint",525,"Freighter Blueprint","Secondary Producer Price Index","Blueprints"
12006,"Ishtar Blueprint",9,"Blueprint",106,"Cruiser Blueprint","Secondary Producer Price Index","Blueprints"
12004,"Zealot Blueprint",9,"Blueprint",106,"Cruiser Blueprint","Secondary Producer Price Index","Blueprints"
12000,"Vagabond Blueprint",9,"Blueprint",106,"Cruiser Blueprint","Secondary Producer Price Index","Blueprints"
11994,"Cerberus Blueprint",9,"Blueprint",106,"Cruiser Blueprint","Secondary Producer Price Index","Blueprints"
11990,"Oneiros Blueprint",9,"Blueprint",106,"Cruiser Blueprint","Secondary Producer Price Index","Blueprints"
11988,"Guardian Blueprint",9,"Blueprint",106,"Cruiser Blueprint","Secondary Producer Price Index","Blueprints"
11986,"Basilisk Blueprint",9,"Blueprint",106,"Cruiser Blueprint","Secondary Producer Price Index","Blueprints"
11979,"Scimitar Blueprint",9,"Blueprint",106,"Cruiser Blueprint","Secondary Producer Price Index","Blueprints"
11972,"Lachesis Blueprint",9,"Blueprint",106,"Cruiser Blueprint","Secondary Producer Price Index","Blueprints"
11970,"Arazu Blueprint",9,"Blueprint",106,"Cruiser Blueprint","Secondary Producer Price Index","Blueprints"
11966,"Pilgrim Blueprint",9,"Blueprint",106,"Cruiser Blueprint","Secondary Producer Price Index","Blueprints"
11964,"Rapier Blueprint",9,"Blueprint",106,"Cruiser Blueprint","Secondary Producer Price Index","Blueprints"
11962,"Huginn Blueprint",9,"Blueprint",106,"Cruiser Blueprint","Secondary Producer Price Index","Blueprints"
11960,"Rook Blueprint",9,"Blueprint",106,"Cruiser Blueprint","Secondary Producer Price Index","Blueprints"
11958,"Falcon Blueprint",9,"Blueprint",106,"Cruiser Blueprint","Secondary Producer Price Index","Blueprints"
11891,"R.A.M.- Weapon Tech Blueprint",9,"Blueprint",356,"Tool Blueprint","Secondary Producer Price Index","Blueprints"
11890,"R.A.M.- Starship Tech Blueprint",9,"Blueprint",356,"Tool Blueprint","Secondary Producer Price Index","Blueprints"
11889,"R.A.M.- Shield Tech Blueprint",9,"Blueprint",356,"Tool Blueprint","Secondary Producer Price Index","Blueprints"
11887,"R.A.M.- Robotics Blueprint",9,"Blueprint",356,"Tool Blueprint","Secondary Producer Price Index","Blueprints"
11886,"R.Db - Lai Dai Blueprint",9,"Blueprint",356,"Tool Blueprint","Secondary Producer Price Index","Blueprints"
11885,"R.Db - Ishukone Blueprint",9,"Blueprint",356,"Tool Blueprint","Secondary Producer Price Index","Blueprints"
11884,"R.Db - Viziam Blueprint",9,"Blueprint",356,"Tool Blueprint","Secondary Producer Price Index","Blueprints"
11883,"R.Db - Thukker Mix Blueprint",9,"Blueprint",356,"Tool Blueprint","Secondary Producer Price Index","Blueprints"
11882,"R.Db - Khanid Innovation Blueprint",9,"Blueprint",356,"Tool Blueprint","Secondary Producer Price Index","Blueprints"
11881,"R.Db - Kaalakiota Blueprint",9,"Blueprint",356,"Tool Blueprint","Secondary Producer Price Index","Blueprints"
11880,"R.Db - Carthum Conglomerate Blueprint",9,"Blueprint",356,"Tool Blueprint","Secondary Producer Price Index","Blueprints"
11879,"R.Db - Duvolle Labs Blueprint",9,"Blueprint",356,"Tool Blueprint","Secondary Producer Price Index","Blueprints"
11878,"R.Db - CreoDron Blueprint",9,"Blueprint",356,"Tool Blueprint","Secondary Producer Price Index","Blueprints"
11877,"R.Db - Core Complexion Blueprint",9,"Blueprint",356,"Tool Blueprint","Secondary Producer Price Index","Blueprints"
11876,"R.Db - Boundless Creations Blueprint",9,"Blueprint",356,"Tool Blueprint","Secondary Producer Price Index","Blueprints"
11873,"R.A.M.- Armor/Hull Tech Blueprint",9,"Blueprint",356,"Tool Blueprint","Secondary Producer Price Index","Blueprints"
11872,"R.A.M.- Ammunition Tech Blueprint",9,"Blueprint",356,"Tool Blueprint","Secondary Producer Price Index","Blueprints"
11870,"R.A.M.- Electronics Blueprint",9,"Blueprint",356,"Tool Blueprint","Secondary Producer Price Index","Blueprints"
11859,"R.A.M.- Energy Tech Blueprint",9,"Blueprint",356,"Tool Blueprint","Secondary Producer Price Index","Blueprints"
11857,"R.Db - Roden Shipyards Blueprint",9,"Blueprint",356,"Tool Blueprint","Secondary Producer Price Index","Blueprints"
12754,"Impel Blueprint",9,"Blueprint",503,"Elite Industrial Blueprint","Secondary Producer Price Index","Blueprints"
12748,"Mastodon Blueprint",9,"Blueprint",503,"Elite Industrial Blueprint","Secondary Producer Price Index","Blueprints"
12746,"Occator Blueprint",9,"Blueprint",503,"Elite Industrial Blueprint","Secondary Producer Price Index","Blueprints"
12744,"Viator Blueprint",9,"Blueprint",503,"Elite Industrial Blueprint","Secondary Producer Price Index","Blueprints"
12736,"Prowler Blueprint",9,"Blueprint",503,"Elite Industrial Blueprint","Secondary Producer Price Index","Blueprints"
12734,"Prorator Blueprint",9,"Blueprint",503,"Elite Industrial Blueprint","Secondary Producer Price Index","Blueprints"
12732,"Bustard Blueprint",9,"Blueprint",503,"Elite Industrial Blueprint","Secondary Producer Price Index","Blueprints"
12730,"Crane Blueprint",9,"Blueprint",503,"Elite Industrial Blueprint","Secondary Producer Price Index","Blueprints"
12710,"Target Painter I Blueprint",9,"Blueprint",504,"Target Painter Blueprint","Secondary Producer Price Index","Blueprints"
12355,"350mm Railgun I Blueprint",9,"Blueprint",154,"Hybrid Weapon Blueprint","Secondary Producer Price Index","Blueprints"
12345,"200mm Railgun I Blueprint",9,"Blueprint",154,"Hybrid Weapon Blueprint","Secondary Producer Price Index","Blueprints"
12301,"Mobile Large Warp Disruptor I Blueprint",9,"Blueprint",371,"Mobile Warp Disruptor Blueprint","Secondary Producer Price Index","Blueprints"
12300,"Mobile Medium Warp Disruptor I Blueprint",9,"Blueprint",371,"Mobile Warp Disruptor Blueprint","Secondary Producer Price Index","Blueprints"
12297,"Mobile Small Warp Disruptor I Blueprint",9,"Blueprint",371,"Mobile Warp Disruptor Blueprint","Secondary Producer Price Index","Blueprints"
12275,"Ballistic Control System I Blueprint",9,"Blueprint",400,"Ballistic Control System Blueprint","Secondary Producer Price Index","Blueprints"
12270,"Heavy Energy Neutralizer I Blueprint",9,"Blueprint",151,"Energy Neutralizer Blueprint","Secondary Producer Price Index","Blueprints"
12266,"Medium Energy Neutralizer I Blueprint",9,"Blueprint",151,"Energy Neutralizer Blueprint","Secondary Producer Price Index","Blueprints"
12262,"Heavy Energy Nosferatu I Blueprint",9,"Blueprint",148,"Energy Nosferatu Blueprint","Secondary Producer Price Index","Blueprints"
12258,"Medium Energy Nosferatu I Blueprint",9,"Blueprint",148,"Energy Nosferatu Blueprint","Secondary Producer Price Index","Blueprints"
12226,"Large Remote Capacitor Transmitter I Blueprint",9,"Blueprint",147,"Remote Capacitor Transmitter Blueprint","Secondary Producer Price Index","Blueprints"
13321,"Cruise Missile Launcher I Blueprint",9,"Blueprint",136,"Missile Launcher Blueprint","Secondary Producer Price Index","Blueprints"
13000,"Prototype Cloaking Device I Blueprint",9,"Blueprint",401,"Cloaking Device Blueprint","Secondary Producer Price Index","Blueprints"
15511,"Valkyrie I Blueprint",9,"Blueprint",176,"Combat Drone Blueprint","Secondary Producer Price Index","Blueprints"
15509,"Vespa I Blueprint",9,"Blueprint",176,"Combat Drone Blueprint","Secondary Producer Price Index","Blueprints"
16279,"Ice Harvester I Blueprint",9,"Blueprint",490,"Strip Miner Blueprint","Secondary Producer Price Index","Blueprints"
16243,"Thrasher Blueprint",9,"Blueprint",487,"Destroyer Blueprint","Secondary Producer Price Index","Blueprints"
16241,"Catalyst Blueprint",9,"Blueprint",487,"Destroyer Blueprint","Secondary Producer Price Index","Blueprints"
16239,"Cormorant Blueprint",9,"Blueprint",487,"Destroyer Blueprint","Secondary Producer Price Index","Blueprints"
16237,"Coercer Blueprint",9,"Blueprint",487,"Destroyer Blueprint","Secondary Producer Price Index","Blueprints"
16234,"Prophecy Blueprint",9,"Blueprint",489,"Battlecruiser Blueprint","Secondary Producer Price Index","Blueprints"
16232,"Cyclone Blueprint",9,"Blueprint",489,"Battlecruiser Blueprint","Secondary Producer Price Index","Blueprints"
16230,"Brutix Blueprint",9,"Blueprint",489,"Battlecruiser Blueprint","Secondary Producer Price Index","Blueprints"
16228,"Ferox Blueprint",9,"Blueprint",489,"Battlecruiser Blueprint","Secondary Producer Price Index","Blueprints"
17359,"Linear Shield Emitter Blueprint",9,"Blueprint",447,"Construction Component Blueprints","Secondary Producer Price Index","Blueprints"
17357,"Photon Microprocessor Blueprint",9,"Blueprint",447,"Construction Component Blueprints","Secondary Producer Price Index","Blueprints"
17356,"Magpulse Thruster Blueprint",9,"Blueprint",447,"Construction Component Blueprints","Secondary Producer Price Index","Blueprints"
17355,"Fernite Carbide Composite Armor Plate Blueprint",9,"Blueprint",447,"Construction Component Blueprints","Secondary Producer Price Index","Blueprints"
17354,"Superconductor Rails Blueprint",9,"Blueprint",447,"Construction Component Blueprints","Secondary Producer Price Index","Blueprints"
17353,"Graviton Reactor Unit Blueprint",9,"Blueprint",447,"Construction Component Blueprints","Secondary Producer Price Index","Blueprints"
17352,"Sustained Shield Emitter Blueprint",9,"Blueprint",447,"Construction Component Blueprints","Secondary Producer Price Index","Blueprints"
17351,"Quantum Microprocessor Blueprint",9,"Blueprint",447,"Construction Component Blueprints","Secondary Producer Price Index","Blueprints"
17350,"Tungsten Carbide Armor Plate Blueprint",9,"Blueprint",447,"Construction Component Blueprints","Secondary Producer Price Index","Blueprints"
17349,"Fusion Thruster Blueprint",9,"Blueprint",447,"Construction Component Blueprints","Secondary Producer Price Index","Blueprints"
17348,"Laser Focusing Crystals Blueprint",9,"Blueprint",447,"Construction Component Blueprints","Secondary Producer Price Index","Blueprints"
34267,"Small Higgs Anchor I Blueprint",9,"Blueprint",787,"Rig Blueprint","Secondary Producer Price Index","Blueprints"
37621,"Micro Jump Field Generator Blueprint",9,"Blueprint",1543,"Micro Jump Field Generator Blueprint","Secondary Producer Price Index","Blueprints"
37541,"Standup Signal Amplifier I Blueprint",9,"Blueprint",1707,"Structure Module Blueprint","Secondary Producer Price Index","Blueprints"
37087,"Standup Focused Warp Disruptor I Blueprint",9,"Blueprint",1707,"Structure Module Blueprint","Secondary Producer Price Index","Blueprints"
37083,"Standup Weapon Disruptor I Blueprint",9,"Blueprint",1707,"Structure Module Blueprint","Secondary Producer Price Index","Blueprints"
37081,"Standup Target Painter I Blueprint",9,"Blueprint",1707,"Structure Module Blueprint","Secondary Producer Price Index","Blueprints"
37080,"Standup Stasis Webifier I Blueprint",9,"Blueprint",1707,"Structure Module Blueprint","Secondary Producer Price Index","Blueprints"
37066,"Standup Remote Sensor Dampener I Blueprint",9,"Blueprint",1707,"Structure Module Blueprint","Secondary Producer Price Index","Blueprints"
37060,"Standup Reactor Control Unit I Blueprint",9,"Blueprint",1707,"Structure Module Blueprint","Secondary Producer Price Index","Blueprints"
37048,"Standup Multirole Missile Launcher I Blueprint",9,"Blueprint",1707,"Structure Module Blueprint","Secondary Producer Price Index","Blueprints"
37047,"Standup Anticapital Missile Launcher I Blueprint",9,"Blueprint",1707,"Structure Module Blueprint","Secondary Producer Price Index","Blueprints"
37045,"Standup Missile Guidance Enhancer I Blueprint",9,"Blueprint",1707,"Structure Module Blueprint","Secondary Producer Price Index","Blueprints"
37044,"Standup Heavy Energy Neutralizer I Blueprint",9,"Blueprint",1707,"Structure Module Blueprint","Secondary Producer Price Index","Blueprints"
37043,"Standup XL Energy Neutralizer I Blueprint",9,"Blueprint",1707,"Structure Module Blueprint","Secondary Producer Price Index","Blueprints"
37041,"Standup Variable Spectrum ECM I Blueprint",9,"Blueprint",1707,"Structure Module Blueprint","Secondary Producer Price Index","Blueprints"
37032,"Standup Reprocessing Facility I Blueprint",9,"Blueprint",1707,"Structure Module Blueprint","Secondary Producer Price Index","Blueprints"
37030,"Standup Arcing Vorton Projector I Blueprint",9,"Blueprint",1707,"Structure Module Blueprint","Secondary Producer Price Index","Blueprints"
37029,"Standup Point Defense Battery I Blueprint",9,"Blueprint",1707,"Structure Module Blueprint","Secondary Producer Price Index","Blueprints"
